antecedent,consequent,confidence,lift,support
"[""Banana""]","[""Organic Whole String Cheese""]",0.025365802,1.669955573,0.003620178
"[""Organic Whole String Cheese""]","[""Banana""]",0.23833417,1.669955573,0.003620178
"[""Organic Zucchini""]","[""Organic Blueberries""]",0.063194596,1.669693862,0.002210214
"[""Organic Blueberries""]","[""Organic Zucchini""]",0.0583971,1.669693862,0.002210214
"[""Banana""]","[""Total 2% All Natural Plain Greek Yogurt""]",0.008117056,1.669327376,0.001158457
"[""Total 2% All Natural Plain Greek Yogurt""]","[""Banana""]",0.238244514,1.669327376,0.001158457
"[""Banana""]","[""Roasted Turkey Breast""]",0.011801773,1.668640975,0.001684336
"[""Roasted Turkey Breast""]","[""Banana""]",0.238146552,1.668640975,0.001684336
"[""Organic Baby Arugula""]","[""Bag of Organic Bananas""]",0.196715703,1.667368907,0.004382321
"[""Bag of Organic Bananas""]","[""Organic Baby Arugula""]",0.037144703,1.667368907,0.004382321
"[""Organic Garlic""]","[""Original Hummus""]",0.036315536,1.667223654,0.001150836
"[""Original Hummus""]","[""Organic Garlic""]",0.05283415,1.667223654,0.001150836
"[""Organic Yellow Onion""]","[""Organic Baby Carrots""]",0.045687646,1.666563887,0.0014938
"[""Organic Baby Carrots""]","[""Organic Yellow Onion""]",0.054489853,1.666563887,0.0014938
"[""Large Lemon""]","[""Strawberries""]",0.082483098,1.666542157,0.005113978
"[""Strawberries""]","[""Large Lemon""]",0.103326147,1.666542157,0.005113978
"[""Organic Baby Spinach""]","[""Unsweetened Vanilla Almond Milk""]",0.015842191,1.665575387,0.001181321
"[""Unsweetened Vanilla Almond Milk""]","[""Organic Baby Spinach""]",0.124198718,1.665575387,0.001181321
"[""Original Hummus""]","[""Bag of Organic Bananas""]",0.196291113,1.663770065,0.004275621
"[""Bag of Organic Bananas""]","[""Original Hummus""]",0.03624031,1.663770065,0.004275621
"[""Banana""]","[""Diced Tomatoes""]",0.007956851,1.662437134,0.001135593
"[""Diced Tomatoes""]","[""Banana""]",0.237261146,1.662437134,0.001135593
"[""Banana""]","[""Sourdough Bread""]",0.009345295,1.6614998,0.00133375
"[""Sourdough Bread""]","[""Banana""]",0.237127371,1.6614998,0.00133375
"[""Organic Strawberries""]","[""100% Whole Wheat Bread""]",0.029098586,1.661443177,0.002415993
"[""100% Whole Wheat Bread""]","[""Organic Strawberries""]",0.13794604,1.661443177,0.002415993
"[""Banana""]","[""Organic Gala Apples""]",0.035565524,1.661273343,0.005075871
"[""Organic Gala Apples""]","[""Banana""]",0.237095052,1.661273343,0.005075871
"[""Apple Honeycrisp Organic""]","[""Organic Avocado""]",0.093694494,1.659273969,0.001608121
"[""Organic Avocado""]","[""Apple Honeycrisp Organic""]",0.028478877,1.659273969,0.001608121
"[""Banana""]","[""English Seedless Cucumber""]",0.009772509,1.658785393,0.001394721
"[""English Seedless Cucumber""]","[""Banana""]",0.236739974,1.658785393,0.001394721
"[""Seedless Red Grapes""]","[""Yellow Onions""]",0.047548657,1.658376336,0.001470936
"[""Yellow Onions""]","[""Seedless Red Grapes""]",0.051302499,1.658376336,0.001470936
"[""Organic Grade A Large Brown Eggs""]","[""Bag of Organic Bananas""]",0.195652174,1.658354398,0.001303264
"[""Bag of Organic Bananas""]","[""Organic Grade A Large Brown Eggs""]",0.011046512,1.658354398,0.001303264
"[""Pure Irish Butter""]","[""Organic Strawberries""]",0.137533875,1.656479002,0.00154715
"[""Organic Strawberries""]","[""Pure Irish Butter""]",0.018634111,1.656479002,0.00154715
"[""Sweet Onion""]","[""Bag of Organic Bananas""]",0.195414847,1.656342809,0.001364236
"[""Bag of Organic Bananas""]","[""Sweet Onion""]",0.011563307,1.656342809,0.001364236
"[""Organic Blueberries""]","[""Original Hummus""]",0.036045107,1.6548084,0.001364236
"[""Original Hummus""]","[""Organic Blueberries""]",0.062631211,1.6548084,0.001364236
"[""Organic Hass Avocado"",""Large Lemon""]","[""Banana""]",0.236016371,1.653715264,0.001318507
"[""Banana""]","[""Pure Coconut Water""]",0.00918509,1.653177649,0.001310886
"[""Pure Coconut Water""]","[""Banana""]",0.235939643,1.653177649,0.001310886
"[""Large Lemon""]","[""Unsweetened Original Almond Breeze Almond Milk""]",0.018438844,1.651428224,0.001143214
"[""Unsweetened Original Almond Breeze Almond Milk""]","[""Large Lemon""]",0.102389078,1.651428224,0.001143214
"[""Banana""]","[""Whipped Cream Cheese""]",0.013564029,1.650948638,0.001935843
"[""Whipped Cream Cheese""]","[""Banana""]",0.235621521,1.650948638,0.001935843
"[""Unsweetened Almondmilk""]","[""Large Lemon""]",0.102351314,1.650819122,0.001691957
"[""Large Lemon""]","[""Unsweetened Almondmilk""]",0.02728949,1.650819122,0.001691957
"[""Organic Hass Avocado""]","[""Orange Bell Pepper""]",0.023447141,1.650469923,0.001303264
"[""Orange Bell Pepper""]","[""Organic Hass Avocado""]",0.091738197,1.650469923,0.001303264
"[""Banana""]","[""Large Grapefruit""]",0.010626936,1.650117894,0.001516664
"[""Large Grapefruit""]","[""Banana""]",0.235502959,1.650117894,0.001516664
"[""Organic Garlic"",""Limes""]","[""Banana""]",0.235474006,1.649915031,0.0011737
"[""Organic Strawberries""]","[""Italian Sparkling Mineral Water""]",0.014228015,1.64915519,0.001181321
"[""Italian Sparkling Mineral Water""]","[""Organic Strawberries""]",0.136925795,1.64915519,0.001181321
"[""Organic Strawberries""]","[""Baby Spinach""]",0.014411603,1.648589347,0.001196564
"[""Baby Spinach""]","[""Organic Strawberries""]",0.136878814,1.648589347,0.001196564
"[""Seedless Red Grapes""]","[""Organic Garlic""]",0.052229613,1.648147022,0.001615743
"[""Organic Garlic""]","[""Seedless Red Grapes""]",0.050986051,1.648147022,0.001615743
"[""Banana""]","[""85% Lean Ground Beef""]",0.008063655,1.648012592,0.001150836
"[""85% Lean Ground Beef""]","[""Banana""]",0.235202492,1.648012592,0.001150836
"[""Organic Strawberries""]","[""Organic Half & Half""]",0.033229301,1.647763905,0.002758957
"[""Organic Half & Half""]","[""Organic Strawberries""]",0.13681028,1.647763905,0.002758957
"[""Broccoli Crown""]","[""Organic Strawberries""]",0.136766712,1.647239171,0.003056193
"[""Organic Strawberries""]","[""Broccoli Crown""]",0.036809253,1.647239171,0.003056193
"[""Asparagus"",""Organic Strawberries""]","[""Banana""]",0.235015773,1.64670429,0.001135593
"[""Organic Basil""]","[""Organic Strawberries""]",0.136661211,1.645968501,0.001272779
"[""Organic Strawberries""]","[""Organic Basil""]",0.015329539,1.645968501,0.001272779
"[""Honeycrisp Apple""]","[""Raspberries""]",0.041115179,1.645221561,0.001112729
"[""Raspberries""]","[""Honeycrisp Apple""]",0.04452577,1.645221561,0.001112729
"[""Organic Strawberries""]","[""Blackberries""]",0.013493666,1.643909428,0.00112035
"[""Blackberries""]","[""Organic Strawberries""]",0.136490251,1.643909428,0.00112035
"[""Organic Extra Firm Tofu""]","[""Bag of Organic Bananas""]",0.193929174,1.643750191,0.001752929
"[""Bag of Organic Bananas""]","[""Organic Extra Firm Tofu""]",0.014857881,1.643750191,0.001752929
"[""Banana""]","[""Citrus Mandarins Organic""]",0.007422835,1.642399157,0.001059379
"[""Citrus Mandarins Organic""]","[""Banana""]",0.234401349,1.642399157,0.001059379
"[""Uncured Genoa Salami""]","[""Limes""]",0.075503356,1.64208848,0.001028893
"[""Limes""]","[""Uncured Genoa Salami""]",0.022376927,1.64208848,0.001028893
"[""Organic Whole Milk""]","[""Organic Blueberries""]",0.062143439,1.641920766,0.002324536
"[""Organic Blueberries""]","[""Organic Whole Milk""]",0.06141764,1.641920766,0.002324536
"[""Banana""]","[""Organic Old Fashioned Rolled Oats""]",0.009345295,1.64148173,0.00133375
"[""Organic Old Fashioned Rolled Oats""]","[""Banana""]",0.234270415,1.64148173,0.00133375
"[""Organic Large Brown Eggs""]","[""Banana""]",0.234248788,1.641330197,0.001105107
"[""Banana""]","[""Organic Large Brown Eggs""]",0.007743245,1.641330197,0.001105107
"[""Organic Broccoli""]","[""Large Lemon""]",0.101633394,1.639239824,0.0012804
"[""Large Lemon""]","[""Organic Broccoli""]",0.020651506,1.639239824,0.0012804
"[""Organic Baby Spinach""]","[""Vanilla Almond Breeze Almond Milk""]",0.015944399,1.638252663,0.001188943
"[""Vanilla Almond Breeze Almond Milk""]","[""Organic Baby Spinach""]",0.122161316,1.638252663,0.001188943
"[""Total 2% with Strawberry Lowfat Greek Strained Yogurt""]","[""Bag of Organic Bananas""]",0.193216855,1.637712554,0.001432829
"[""Bag of Organic Bananas""]","[""Total 2% with Strawberry Lowfat Greek Strained Yogurt""]",0.012144703,1.637712554,0.001432829
"[""Large Lemon""]","[""Organic Whole Milk""]",0.061216964,1.636555948,0.003795471
"[""Organic Whole Milk""]","[""Large Lemon""]",0.101466993,1.636555948,0.003795471
"[""Organic Yellow Onion""]","[""Honeycrisp Apple""]",0.044289044,1.636474574,0.001448071
"[""Honeycrisp Apple""]","[""Organic Yellow Onion""]",0.053506055,1.636474574,0.001448071
"[""Seedless Red Grapes""]","[""Organic Red Onion""]",0.047548657,1.634052325,0.001470936
"[""Organic Red Onion""]","[""Seedless Red Grapes""]",0.050550026,1.634052325,0.001470936
"[""Organic Tomato Cluster""]","[""Organic Avocado""]",0.092198582,1.63278225,0.001783414
"[""Organic Avocado""]","[""Organic Tomato Cluster""]",0.03158321,1.63278225,0.001783414
"[""Organic Baby Spinach""]","[""100% Recycled Paper Towels""]",0.014717907,1.632393771,0.001097486
"[""100% Recycled Paper Towels""]","[""Organic Baby Spinach""]",0.121724429,1.632393771,0.001097486
"[""Black Beans""]","[""Banana""]",0.232970027,1.632370197,0.001303264
"[""Banana""]","[""Black Beans""]",0.009131689,1.632370197,0.001303264
"[""Organic Strawberries""]","[""Limes""]",0.07499541,1.631041404,0.006226707
"[""Limes""]","[""Organic Strawberries""]",0.135421847,1.631041404,0.006226707
"[""Organic Avocado""]","[""Green Onions""]",0.017951141,1.630000827,0.00101365
"[""Green Onions""]","[""Organic Avocado""]",0.092041522,1.630000827,0.00101365
"[""Organic Zucchini"",""Organic Baby Spinach""]","[""Banana""]",0.232631579,1.629998763,0.001684336
"[""Red Raspberries""]","[""Organic Hass Avocado""]",0.090421969,1.626789546,0.001028893
"[""Organic Hass Avocado""]","[""Red Raspberries""]",0.018510901,1.626789546,0.001028893
"[""Bag of Organic Bananas""]","[""Spring Water""]",0.027583979,1.626636559,0.00325435
"[""Spring Water""]","[""Bag of Organic Bananas""]",0.191910112,1.626636559,0.00325435
"[""Organic Avocado"",""Organic Baby Spinach""]","[""Bag of Organic Bananas""]",0.191868759,1.626286046,0.002050164
"[""Seedless Red Grapes""]","[""Organic Baby Spinach""]",0.121212121,1.625523427,0.003749743
"[""Organic Baby Spinach""]","[""Seedless Red Grapes""]",0.050286182,1.625523427,0.003749743
"[""Bag of Organic Bananas""]","[""Creamy Almond Butter""]",0.010529716,1.625404089,0.001242293
"[""Creamy Almond Butter""]","[""Bag of Organic Bananas""]",0.191764706,1.625404089,0.001242293
"[""Organic Strawberries""]","[""Organic Coconut Milk""]",0.012942904,1.625096208,0.001074621
"[""Organic Coconut Milk""]","[""Organic Strawberries""]",0.13492823,1.625096208,0.001074621
"[""Banana""]","[""Organic Tomato Basil Pasta Sauce""]",0.009558902,1.624629508,0.001364236
"[""Organic Tomato Basil Pasta Sauce""]","[""Banana""]",0.231865285,1.624629508,0.001364236
"[""Seedless Red Grapes""]","[""Bag of Organic Bananas""]",0.191672826,1.62462531,0.005929471
"[""Bag of Organic Bananas""]","[""Seedless Red Grapes""]",0.050258398,1.62462531,0.005929471
"[""Banana""]","[""Cauliflower""]",0.007155826,1.624409671,0.001021271
"[""Cauliflower""]","[""Banana""]",0.23183391,1.624409671,0.001021271
"[""Organic Tomato Cluster""]","[""Organic Blueberries""]",0.061465721,1.624014457,0.001188943
"[""Organic Blueberries""]","[""Organic Tomato Cluster""]",0.031413613,1.624014457,0.001188943
"[""Lime Sparkling Water""]","[""Organic Avocado""]",0.09155646,1.621410654,0.001371857
"[""Organic Avocado""]","[""Lime Sparkling Water""]",0.024294777,1.621410654,0.001371857
"[""Banana""]","[""Unsalted Butter""]",0.01772936,1.621081274,0.002530314
"[""Unsalted Butter""]","[""Banana""]",0.231358885,1.621081274,0.002530314
"[""Large Lemon""]","[""Organic Hass Avocado""]",0.090104487,1.621077692,0.005586507
"[""Organic Hass Avocado""]","[""Large Lemon""]",0.100507336,1.621077692,0.005586507
"[""Organic Large Grade A Brown Eggs""]","[""Bag of Organic Bananas""]",0.191157347,1.620256096,0.00112035
"[""Bag of Organic Bananas""]","[""Organic Large Grade A Brown Eggs""]",0.009496124,1.620256096,0.00112035
"[""Organic Garlic"",""Organic Baby Spinach""]","[""Banana""]",0.231143552,1.619572485,0.001448071
"[""Banana""]","[""Hass Avocado""]",0.020132436,1.61760981,0.002873279
"[""Hass Avocado""]","[""Banana""]",0.230863442,1.61760981,0.002873279
"[""Bag of Organic Bananas""]","[""Italian Sparkling Mineral Water""]",0.013953488,1.617335032,0.001646229
"[""Italian Sparkling Mineral Water""]","[""Bag of Organic Bananas""]",0.190812721,1.617335032,0.001646229
"[""Organic Cilantro"",""Limes""]","[""Bag of Organic Bananas""]",0.190665343,1.616085849,0.001463314
"[""Organic Strawberries""]","[""Unsweetened Almondmilk""]",0.026711952,1.61588218,0.002217836
"[""Unsweetened Almondmilk""]","[""Organic Strawberries""]",0.134163209,1.61588218,0.002217836
"[""Large Lemon"",""Organic Baby Spinach""]","[""Bag of Organic Bananas""]",0.190630048,1.615786694,0.001798657
"[""Banana""]","[""Organic Fat Free Milk""]",0.009986116,1.615620514,0.001425207
"[""Organic Fat Free Milk""]","[""Banana""]",0.230579531,1.615620514,0.001425207
"[""Banana""]","[""Green Onions""]",0.017782762,1.614711703,0.002537936
"[""Green Onions""]","[""Banana""]",0.230449827,1.614711703,0.002537936
"[""Fresh Cauliflower""]","[""Organic Blueberries""]",0.061109015,1.614589773,0.001234671
"[""Organic Blueberries""]","[""Fresh Cauliflower""]",0.032621828,1.614589773,0.001234671
"[""Organic Fuji Apple""]","[""Asparagus""]",0.047589807,1.614325473,0.001181321
"[""Asparagus""]","[""Organic Fuji Apple""]",0.040072389,1.614325473,0.001181321
"[""Organic Raspberries""]","[""Limes""]",0.074107465,1.611729878,0.003132407
"[""Limes""]","[""Organic Raspberries""]",0.068125311,1.611729878,0.003132407
"[""Organic Strawberries""]","[""Carrots""]",0.030659078,1.611032045,0.002545557
"[""Carrots""]","[""Organic Strawberries""]",0.133760513,1.611032045,0.002545557
"[""Large Lemon""]","[""Half & Half""]",0.029748002,1.610233356,0.001844386
"[""Half & Half""]","[""Large Lemon""]",0.099834983,1.610233356,0.001844386
"[""Large Lemon""]","[""Sparkling Lemon Water""]",0.017455439,1.609494558,0.001082243
"[""Sparkling Lemon Water""]","[""Large Lemon""]",0.099789178,1.609494558,0.001082243
"[""Organic Baby Spinach"",""Banana""]","[""Organic Raspberries""]",0.068,1.608765236,0.001036514
"[""Sourdough Bread""]","[""Bag of Organic Bananas""]",0.189701897,1.607919652,0.001067
"[""Bag of Organic Bananas""]","[""Sourdough Bread""]",0.009043928,1.607919652,0.001067
"[""Bag of Organic Bananas""]","[""Roasted Turkey Breast""]",0.011369509,1.607523612,0.001341371
"[""Roasted Turkey Breast""]","[""Bag of Organic Bananas""]",0.189655172,1.607523612,0.001341371
"[""Organic Baby Spinach"",""Organic Strawberries""]","[""Banana""]",0.229408176,1.60741308,0.002865657
"[""Organic Fuji Apple"",""Banana""]","[""Organic Baby Spinach""]",0.119834711,1.60705157,0.001105107
"[""Organic Shredded Carrots""]","[""Bag of Organic Bananas""]",0.189156627,1.60329792,0.001196564
"[""Bag of Organic Bananas""]","[""Organic Shredded Carrots""]",0.010142119,1.60329792,0.001196564
"[""Large Lemon""]","[""Raspberries""]",0.03995083,1.598630198,0.002476964
"[""Raspberries""]","[""Large Lemon""]",0.099115584,1.598630198,0.002476964
"[""Bag of Organic Bananas""]","[""Medium Navel Orange""]",0.009689922,1.597242511,0.001143214
"[""Medium Navel Orange""]","[""Bag of Organic Bananas""]",0.188442211,1.597242511,0.001143214
"[""Organic Red Onion""]","[""Sparkling Water Grapefruit""]",0.040859089,1.596034578,0.001188943
"[""Sparkling Water Grapefruit""]","[""Organic Red Onion""]",0.046442394,1.596034578,0.001188943
"[""Banana""]","[""Original Hummus""]",0.034764499,1.596016477,0.00496155
"[""Original Hummus""]","[""Banana""]",0.227781666,1.596016477,0.00496155
"[""Bag of Organic Bananas""]","[""Organic Jalapeno Pepper""]",0.010335917,1.595488676,0.001219429
"[""Organic Jalapeno Pepper""]","[""Bag of Organic Bananas""]",0.188235294,1.595488676,0.001219429
"[""Bag of Organic Bananas""]","[""Asparagus""]",0.047028424,1.595282434,0.0055484
"[""Asparagus""]","[""Bag of Organic Bananas""]",0.188210962,1.595282434,0.0055484
"[""Organic Avocado""]","[""Organic Blueberries""]",0.060332029,1.594060641,0.003406778
"[""Organic Blueberries""]","[""Organic Avocado""]",0.090012082,1.594060641,0.003406778
"[""Organic Raspberries"",""Organic Strawberries""]","[""Large Lemon""]",0.098802395,1.593578792,0.001257536
"[""Organic Yellow Onion""]","[""Sparkling Water Grapefruit""]",0.040792541,1.593435095,0.00133375
"[""Sparkling Water Grapefruit""]","[""Organic Yellow Onion""]",0.052098839,1.593435095,0.00133375
"[""Banana""]","[""Organic AppleApple""]",0.00790345,1.59293969,0.001127971
"[""Organic AppleApple""]","[""Banana""]",0.22734255,1.59293969,0.001127971
"[""Organic Grape Tomatoes""]","[""Banana""]",0.227308397,1.592700385,0.006623021
"[""Banana""]","[""Organic Grape Tomatoes""]",0.046406066,1.592700385,0.006623021
"[""Organic Half & Half""]","[""Organic Raspberries""]",0.067271353,1.591526678,0.001356614
"[""Organic Raspberries""]","[""Organic Half & Half""]",0.032095204,1.591526678,0.001356614
"[""Organic Avocado"",""Banana""]","[""Organic Raspberries""]",0.067238267,1.590743923,0.001135593
"[""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Avocado""]",0.089785296,1.590044393,0.002103514
"[""Sparkling Water Grapefruit""]","[""Large Lemon""]",0.098541233,1.589366512,0.002522693
"[""Large Lemon""]","[""Sparkling Water Grapefruit""]",0.040688384,1.589366512,0.002522693
"[""Organic Hass Avocado""]","[""100% Whole Wheat Bread""]",0.02783491,1.589291006,0.00154715
"[""100% Whole Wheat Bread""]","[""Organic Hass Avocado""]",0.088337685,1.589291006,0.00154715
"[""Organic Yams""]","[""Bag of Organic Bananas""]",0.1875,1.589256298,0.001006029
"[""Bag of Organic Bananas""]","[""Organic Yams""]",0.008527132,1.589256298,0.001006029
"[""Organic Large Extra Fancy Fuji Apple""]","[""Limes""]",0.072985126,1.587320642,0.001608121
"[""Limes""]","[""Organic Large Extra Fancy Fuji Apple""]",0.034974308,1.587320642,0.001608121
"[""Red Peppers""]","[""Organic Hass Avocado""]",0.088123924,1.585445219,0.001951086
"[""Organic Hass Avocado""]","[""Red Peppers""]",0.035102153,1.585445219,0.001951086
"[""Sparkling Water Grapefruit""]","[""Organic Hass Avocado""]",0.088121465,1.585400969,0.002255943
"[""Organic Hass Avocado""]","[""Sparkling Water Grapefruit""]",0.040586864,1.585400969,0.002255943
"[""Organic Italian Parsley Bunch""]","[""Organic Blueberries""]",0.06,1.585287958,0.001097486
"[""Organic Blueberries""]","[""Organic Italian Parsley Bunch""]",0.028997181,1.585287958,0.001097486
"[""Organic Baby Spinach"",""Banana""]","[""Organic Hass Avocado""]",0.088,1.583215686,0.001341371
"[""Large Lemon""]","[""Blueberries""]",0.028027044,1.583039332,0.001737686
"[""Blueberries""]","[""Large Lemon""]",0.098148945,1.583039332,0.001737686
"[""Bag of Organic Bananas""]","[""Baby Spinach""]",0.013824289,1.581404698,0.001630986
"[""Baby Spinach""]","[""Bag of Organic Bananas""]",0.18657367,1.581404698,0.001630986
"[""Bag of Organic Bananas""]","[""Shredded Parmesan""]",0.015956072,1.581254001,0.001882493
"[""Shredded Parmesan""]","[""Bag of Organic Bananas""]",0.186555891,1.581254001,0.001882493
"[""Banana""]","[""Pineapple Chunks""]",0.01297661,1.58091739,0.001852007
"[""Pineapple Chunks""]","[""Banana""]",0.225626741,1.58091739,0.001852007
"[""Organic Baby Spinach""]","[""Garlic""]",0.023098937,1.578535641,0.001722443
"[""Garlic""]","[""Organic Baby Spinach""]",0.117708333,1.578535641,0.001722443
"[""Organic Strawberries""]","[""100% Recycled Paper Towels""]",0.014228015,1.578058897,0.001181321
"[""100% Recycled Paper Towels""]","[""Organic Strawberries""]",0.131022823,1.578058897,0.001181321
"[""Large Lemon""]","[""Organic Spring Mix""]",0.016349109,1.575000158,0.00101365
"[""Organic Spring Mix""]","[""Large Lemon""]",0.097650514,1.575000158,0.00101365
"[""Extra Virgin Olive Oil""]","[""Organic Hass Avocado""]",0.087524178,1.57465513,0.001379479
"[""Organic Hass Avocado""]","[""Extra Virgin Olive Oil""]",0.024818319,1.57465513,0.001379479
"[""Organic Whole Milk""]","[""Organic Baby Arugula""]",0.035044825,1.573108592,0.001310886
"[""Organic Baby Arugula""]","[""Organic Whole Milk""]",0.058843654,1.573108592,0.001310886
"[""Honey Nut Cheerios""]","[""Organic Strawberries""]",0.130541872,1.572266245,0.001211807
"[""Organic Strawberries""]","[""Honey Nut Cheerios""]",0.01459519,1.572266245,0.001211807
"[""Half & Half""]","[""Organic Raspberries""]",0.066419142,1.571364802,0.00122705
"[""Organic Raspberries""]","[""Half & Half""]",0.029029931,1.571364802,0.00122705
"[""Green Bell Pepper""]","[""Strawberries""]",0.077746926,1.57084946,0.0014938
"[""Strawberries""]","[""Green Bell Pepper""]",0.030181706,1.57084946,0.0014938
"[""Banana""]","[""Organic Shredded Carrots""]",0.009932714,1.570194524,0.001417586
"[""Organic Shredded Carrots""]","[""Banana""]",0.224096386,1.570194524,0.001417586
"[""Banana""]","[""Organic Green Leaf Lettuce""]",0.007155826,1.570081588,0.001021271
"[""Organic Green Leaf Lettuce""]","[""Banana""]",0.224080268,1.570081588,0.001021271
"[""Organic Half & Half""]","[""Bag of Organic Bananas""]",0.185185185,1.56963585,0.0037345
"[""Bag of Organic Bananas""]","[""Organic Half & Half""]",0.031653747,1.56963585,0.0037345
"[""Organic Whole Milk""]","[""Organic Cilantro""]",0.042176039,1.569448643,0.001577636
"[""Organic Cilantro""]","[""Organic Whole Milk""]",0.05870675,1.569448643,0.001577636
"[""Original Orange Juice""]","[""Banana""]",0.223908918,1.568880982,0.001798657
"[""Banana""]","[""Original Orange Juice""]",0.012602798,1.568880982,0.001798657
"[""Banana""]","[""Organic Bread with 21 Whole Grains""]",0.011214354,1.568682541,0.0016005
"[""Organic Bread with 21 Whole Grains""]","[""Banana""]",0.223880597,1.568682541,0.0016005
"[""Organic Avocado""]","[""Strawberries""]",0.077608314,1.56804886,0.004382321
"[""Strawberries""]","[""Organic Avocado""]",0.088543271,1.56804886,0.004382321
"[""Banana""]","[""Roasted Red Pepper Hummus""]",0.009452099,1.567889275,0.001348993
"[""Roasted Red Pepper Hummus""]","[""Banana""]",0.223767383,1.567889275,0.001348993
"[""Organic Carrot Bunch""]","[""Organic Avocado""]",0.088404133,1.565584817,0.0011737
"[""Organic Avocado""]","[""Organic Carrot Bunch""]",0.020785531,1.565584817,0.0011737
"[""Organic Garbanzo Beans""]","[""Organic Strawberries""]",0.12971078,1.562256447,0.001127971
"[""Organic Strawberries""]","[""Organic Garbanzo Beans""]",0.01358546,1.562256447,0.001127971
"[""Bag of Organic Bananas""]","[""Pure Irish Butter""]",0.017571059,1.56197909,0.002073029
"[""Pure Irish Butter""]","[""Bag of Organic Bananas""]",0.184281843,1.56197909,0.002073029
"[""Organic Whole Milk""]","[""Organic Blackberries""]",0.033822331,1.560954701,0.001265157
"[""Organic Blackberries""]","[""Organic Whole Milk""]",0.058389026,1.560954701,0.001265157
"[""Organic Lemon""]","[""Sparkling Water Grapefruit""]",0.039942939,1.560248002,0.001067
"[""Sparkling Water Grapefruit""]","[""Organic Lemon""]",0.041679071,1.560248002,0.001067
"[""Organic Lemon""]","[""Honeycrisp Apple""]",0.042225392,1.560222894,0.001127971
"[""Honeycrisp Apple""]","[""Organic Lemon""]",0.0416784,1.560222894,0.001127971
"[""Organic Spring Mix Salad""]","[""Bag of Organic Bananas""]",0.184041184,1.559939258,0.001089864
"[""Bag of Organic Bananas""]","[""Organic Spring Mix Salad""]",0.009237726,1.559939258,0.001089864
"[""Broccoli Crown""]","[""Organic Blueberries""]",0.059004093,1.558974629,0.001318507
"[""Organic Blueberries""]","[""Broccoli Crown""]",0.034836891,1.558974629,0.001318507
"[""Banana""]","[""Organic Large Grade A Brown Eggs""]",0.009131689,1.558075064,0.001303264
"[""Organic Large Grade A Brown Eggs""]","[""Banana""]",0.22236671,1.558075064,0.001303264
"[""Yellow Onions""]","[""Sparkling Water Grapefruit""]",0.039872408,1.55749295,0.001143214
"[""Sparkling Water Grapefruit""]","[""Yellow Onions""]",0.044656148,1.55749295,0.001143214
"[""Organic Baby Carrots"",""Organic Strawberries""]","[""Banana""]",0.222222222,1.55706267,0.0011737
"[""Large Lemon""]","[""Organic Blueberries""]",0.058881377,1.555732292,0.003650664
"[""Organic Blueberries""]","[""Large Lemon""]",0.0964559,1.555732292,0.003650664
"[""Banana""]","[""Total Greek Strained Yogurt""]",0.011267756,1.554606735,0.001608121
"[""Total Greek Strained Yogurt""]","[""Banana""]",0.221871714,1.554606735,0.001608121
"[""Banana""]","[""Sharp Cheddar Cheese""]",0.014952472,1.554595059,0.002134
"[""Sharp Cheddar Cheese""]","[""Banana""]",0.221870048,1.554595059,0.002134
"[""Shredded Mild Cheddar Cheese""]","[""Bag of Organic Bananas""]",0.183397683,1.554484925,0.001448071
"[""Bag of Organic Bananas""]","[""Shredded Mild Cheddar Cheese""]",0.012273902,1.554484925,0.001448071
"[""Banana""]","[""Oven Roasted Turkey Breast""]",0.010626936,1.554458886,0.001516664
"[""Oven Roasted Turkey Breast""]","[""Banana""]",0.221850613,1.554458886,0.001516664
"[""Limes""]","[""Organic Baby Carrots""]",0.042599039,1.55389971,0.001958707
"[""Organic Baby Carrots""]","[""Limes""]",0.071448429,1.55389971,0.001958707
"[""Organic Raspberries""]","[""Carrots""]",0.029570862,1.553849907,0.001249914
"[""Carrots""]","[""Organic Raspberries""]",0.065678815,1.553849907,0.001249914
"[""Large Lemon""]","[""Organic Whole String Cheese""]",0.023601721,1.553817464,0.001463314
"[""Organic Whole String Cheese""]","[""Large Lemon""]",0.09633718,1.553817464,0.001463314
"[""Organic Baby Spinach""]","[""Unsalted Butter""]",0.016966476,1.551327062,0.001265157
"[""Unsalted Butter""]","[""Organic Baby Spinach""]",0.115679443,1.551327062,0.001265157
"[""Banana""]","[""Organic Baby Kale""]",0.007316031,1.550774048,0.001044136
"[""Organic Baby Kale""]","[""Banana""]",0.221324717,1.550774048,0.001044136
"[""Banana""]","[""Ground Turkey Breast""]",0.011321158,1.550561364,0.001615743
"[""Ground Turkey Breast""]","[""Banana""]",0.221294363,1.550561364,0.001615743
"[""Organic Strawberries""]","[""Half & Half""]",0.028639618,1.550237482,0.002377886
"[""Half & Half""]","[""Organic Strawberries""]",0.128712871,1.550237482,0.002377886
"[""Organic Red Onion""]","[""Organic Blueberries""]",0.05866946,1.550133153,0.0017072
"[""Organic Blueberries""]","[""Organic Red Onion""]",0.045106726,1.550133153,0.0017072
"[""Organic Large Extra Fancy Fuji Apple""]","[""Organic Avocado""]",0.087512971,1.549802868,0.001928221
"[""Organic Avocado""]","[""Organic Large Extra Fancy Fuji Apple""]",0.034147658,1.549802868,0.001928221
